"","SID31004","SID31009","SID31021","SID31030","SID31071","SID31112","SID31129","SID31137","SID31159","SID31160","SID31188","SID31219","SID31223","SID31233","SID31236","SID31237","SID31256","SID31267","SID31275","SID31276","SID31282","SID31285","SID31300","SID31328","SID31333","SID31337","SID31343","SID31360","SID31367","SID31379","SID31398","SID31416","SID31424","SID31428","SID31431","SID31446","SID31449","SID31450","SID31452","SID31455","SID31477","SID31489","SID31493","SID31501","SID31512","SID31519","SID31537","SID31549","SID31557","SID31582","SID31637","SID31685","SID31700","SID31705","SID31711","SID31714","SID31723","SID31749","SID31750","SID31766","SID31865","SID31866","SID31868","SID31870","SID31871","SID31872","SID31873","SID31874","SID31875","SID31876","SID31877","SID31878","SID31879","SID31880","SID31881","SID31883","SID31884","SID530002","SID530018","SID530026","SID530028","SID530039","SID530041","SID530050","SID530052","SID530054","SID530055","SID530074","SID530075","SID530119","SID530142","SID530154","SID530163","SID530167","SID530168","SID530172","SID530177","SID530185","SID530215","SID530227","SID530251","SID530258","SID530262","SID530295","SID530297","SID530315","SID530323","SID530331","SID530348","SID530364","SID530368","SID530373","SID530394","SID530398","SID530403","SID530444","SID530450","SID530451","SID530558","SID530600","SID530623","SID530697","SID530705","SID530743","SID530756","SID530840","SID530867","SID530890","SID531128","SID531155","SID531248","SID531274","SID531277","SID531281","SID531333","SID531352","SID531361","SID531382","SID531403","SID531414","SID531416","SID531424","SID531469","SID531663","SID531766","SID531775","SID532305","SID532749","SID532779","SID532796","SID532802","SID532826","SID532832","SID532915","FeatureID"
"Lancefieldella parvula",0,0,0,0,0,0,0,1238,166,0,0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0,0,0,0,1679,0,6455,0,0,0,0,2619,0,0,0,0,0,0,0,1716,0,0,2850,0,272,4072,0,0,0,2004,0,610,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,6413,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,6623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,2478,0,0,0,0,0,0,4609,0,0,0,0,0,0,1386,0,505,0,0,0,0,0,0,9319,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,0,0,2797,0,0,0,0,"Lancefieldella parvula"
"Eubacteriaceae bacterium CHKCI005",0,0,0,0,0,0,0,710,0,0,3045,0,0,0,0,0,0,0,0,0,0,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,614,0,0,0,0,0,0,0,0,0,0,0,9749,0,0,0,0,732,0,0,0,0,0,0,0,0,868,0,0,0,0,988,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,3424,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5327,0,740,0,0,0,0,6891,0,2518,0,0,0,0,0,0,0,0,0,0,0,0,0,995,0,1374,3043,0,0,0,0,0,0,654,0,0,0,0,5087,0,0,0,0,0,1997,"Eubacteriaceae bacterium CHKCI005"
"Veillonella sp. T11011-6",0,0,0,0,0,0,0,339,816,0,0,0,0,0,0,0,0,0,0,0,0,0,4249,0,0,0,0,0,1691,0,0,0,0,0,0,17078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4892,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,2471,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Veillonella sp. T11011-6"
"Cronobacter sakazakii",0,0,0,0,0,0,0,0,167359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417285,0,0,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cronobacter sakazakii"
"Fusobacterium varium",0,0,0,0,0,0,0,0,40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fusobacterium varium"
"Fusobacterium nucleatum",0,0,0,0,0,0,0,0,29700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11003,0,6752,0,0,0,0,0,0,0,0,0,0,0,0,3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,38753,7350,3879,0,0,3007,0,25563,0,0,1801,0,24881,70738,121620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,12926,0,0,0,0,0,0,0,0,0,11991,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fusobacterium nucleatum"
"Pediococcus acidilactici",0,0,0,0,0,0,0,0,8597,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,183223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23046,0,0,"Pediococcus acidilactici"
"Olsenella uli",0,0,0,0,0,0,0,0,6605,0,0,0,0,0,0,0,508,0,0,0,0,0,1759,0,0,0,148,425,0,0,2691,0,0,0,0,0,0,0,0,0,0,0,258,758,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83377,0,0,0,0,0,0,0,0,0,0,0,410,0,19490,0,0,0,2381,5448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,2893,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Olsenella uli"
"Streptococcus sobrinus",0,0,0,0,0,0,0,0,4763,0,0,0,0,0,0,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,9826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4584,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14877,0,0,1727,0,0,0,0,0,0,0,12383,0,0,0,0,0,0,0,0,7106,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,87091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21196,0,0,0,0,0,0,0,0,0,0,0,0,6111,0,0,0,0,0,0,0,2502,0,0,0,0,"Streptococcus sobrinus"
"Parvimonas sp. KA00067",0,0,0,0,0,0,0,0,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241386,0,22343,20394,1159,0,0,0,947254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Parvimonas sp. KA00067"
"Prevotella sp. CAG:1320",0,0,0,0,0,0,0,0,2577,0,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5029765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prevotella sp. CAG:1320"
"Clostridium butyricum",0,0,0,0,0,0,0,0,2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clostridium butyricum"
"Parascardovia denticolens",0,0,0,0,0,0,0,0,2411,0,0,0,0,0,0,160153,0,0,0,332,0,0,0,0,0,0,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8221,0,0,0,0,0,1735,4476,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,4748,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,0,0,0,0,"Parascardovia denticolens"
"Citrobacter braakii",0,0,0,0,0,0,0,0,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14329,0,0,0,0,0,0,0,0,0,0,0,0,1063,0,0,0,0,0,0,0,0,0,14383,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,0,8700,0,0,0,0,0,0,100015,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,6293,0,0,0,0,0,0,0,7249302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Citrobacter braakii"
"Tyzzerella nexilis",0,0,0,0,0,0,0,0,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,5972,3087,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,2802079,0,0,1887,0,0,0,0,0,0,0,0,0,12651,0,0,0,0,1980,0,0,0,0,0,0,0,0,0,0,0,1652,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,2312,0,0,0,0,0,0,0,0,0,4160,0,0,0,70894,0,2068,901,0,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22687,0,0,0,0,0,0,0,0,"Tyzzerella nexilis"
"Peptococcus niger",0,0,0,0,0,0,0,0,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109748,0,5077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Peptococcus niger"
"Bifidobacterium angulatum",0,0,0,0,0,0,0,0,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387717,0,0,0,0,0,0,0,0,2504571,0,0,18932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bifidobacterium angulatum"
"Anaerococcus vaginalis",0,0,0,0,0,0,0,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,1358,0,0,0,4265,0,169624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4783,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anaerococcus vaginalis"
"Limosilactobacillus gastricus",0,0,0,0,0,0,0,0,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Limosilactobacillus gastricus"
"Actinomyces sp. oral taxon 180",0,0,0,0,0,0,0,0,897,0,0,0,0,0,0,0,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,585,0,0,0,0,646,0,0,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,6227,0,574,0,0,0,0,0,0,2958,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,"Actinomyces sp. oral taxon 180"
"Catenibacterium mitsuokai",0,0,0,0,0,0,0,0,698,89543,5700492,0,0,0,0,1727242,0,0,153826,0,0,0,147781,0,271656,0,0,60266,0,0,0,0,0,0,0,0,839329,0,155746,0,4645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4423833,0,63805,0,2842,0,0,0,0,0,28438,97023,0,0,1769746,1082137,0,0,0,0,0,146817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524491,114588,0,0,301135,0,473628,0,0,0,0,0,0,0,0,0,10579,214226,0,0,0,4716,0,0,0,0,6438,0,0,0,0,0,0,0,0,46778,0,0,0,134446,0,0,0,"Catenibacterium mitsuokai"
"Streptococcus sp. HPH0090",0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8734,0,2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8669,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898,0,0,0,0,0,0,0,0,0,0,0,0,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Streptococcus sp. HPH0090"
"Scardovia wiggsiae",0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,8106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3814,0,0,13675,0,0,0,0,0,22294,3336,0,0,0,0,1436,44114,0,0,0,0,0,0,0,0,0,10258,4538,0,0,0,4973,0,0,0,0,0,0,0,0,0,264,0,0,0,289,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,2082,2551,0,2335,0,0,0,0,12630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3018,0,0,0,0,0,9157,0,24528,0,0,0,0,"Scardovia wiggsiae"
"Bacteroides salyersiae",0,0,0,0,0,0,0,0,231,0,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,0,0,0,0,1142,0,0,0,0,0,167860,0,0,0,0,6314,0,0,84173,0,0,0,0,414094,0,0,0,0,0,0,0,0,26762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058,0,0,0,0,0,0,72329,0,0,217350,0,0,0,0,651307,0,0,11454,198680,0,0,0,0,0,0,0,0,0,0,0,2219474,90988,0,0,860680,0,0,0,0,0,"Bacteroides salyersiae"
"Mogibacterium timidum",0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,2384,0,1090,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mogibacterium timidum"
"Clostridium sp. CAG:590",0,0,0,0,0,0,0,0,0,3190567,0,0,17941,0,0,0,0,0,0,1577737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clostridium sp. CAG:590"
"Clostridium sp. CAG:964",0,0,0,0,0,0,0,0,0,1910604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clostridium sp. CAG:964"
"Treponema berlinense",0,0,0,0,0,0,0,0,0,443107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Treponema berlinense"
"Firmicutes bacterium CAG:555",0,0,0,0,0,0,0,0,0,201272,28165,0,2356048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Firmicutes bacterium CAG:555"
"Prevotella sp. CAG:1092",0,0,0,0,0,0,0,0,0,110882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prevotella sp. CAG:1092"
"Bacteroides sp. CAG:633",0,0,0,0,0,0,0,0,0,49284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroides sp. CAG:633"
"Prevotella sp. CAG:279",0,0,0,0,0,0,0,0,0,38639,0,0,9051,0,0,0,0,0,17170,60523,0,0,4716785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2761,0,0,0,0,0,0,20996,0,0,0,113544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140121,0,0,323813,0,0,0,6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6125,0,0,270893,0,0,0,0,0,0,0,79414,0,0,0,0,0,898,0,0,0,0,0,366539,0,0,0,0,0,0,0,0,0,0,0,0,758353,0,0,0,"Prevotella sp. CAG:279"
"Clostridium sp. CAG:632",0,0,0,0,0,0,0,0,0,38262,131839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clostridium sp. CAG:632"
"Atopobium deltae",0,0,0,0,0,0,0,0,0,34881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2935,0,0,0,0,0,0,0,0,9941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Atopobium deltae"
"Lactobacillus rogosae",0,0,0,0,0,0,0,0,0,24471,7188,0,614,0,0,0,0,0,0,10298,0,0,0,0,0,0,0,1415,0,0,39867,0,0,1029,1924,15939,0,0,1035,9340,0,425,0,0,0,0,0,4228,0,0,0,1074,0,0,0,0,0,0,0,1865,8153,3305,15437,0,290,0,7520,64829,130085,11693,0,9159,0,0,17861,0,0,0,0,0,0,0,0,1315,0,2995,3257,0,0,0,13473,0,0,0,14237,0,0,0,0,0,0,0,0,7189,254410,0,0,37459,0,0,0,22226,15064,5016,0,4497,0,5726,0,1598,4253,0,0,70439,0,1354,212330,0,3400,1988,0,0,8279,0,0,0,2453,0,0,0,2268,0,0,0,0,0,0,0,0,0,0,0,0,1568,"Lactobacillus rogosae"
"Ruminococcus callidus",0,0,0,0,0,0,0,0,0,23360,39186,0,0,1544,0,0,0,0,0,555,0,1294,0,0,276276,0,0,0,0,0,0,0,0,0,0,0,0,0,7142,471964,0,0,0,0,0,0,0,121200,0,0,0,0,85563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23552,140,0,0,0,0,0,0,0,1438,0,0,0,0,0,0,3843,0,325372,3735,0,0,0,35445,0,0,0,0,0,0,2839,12700,0,0,0,46093,37701,0,0,0,0,0,18380,0,0,0,0,0,0,0,118907,0,34452,0,0,0,871,0,92747,0,142,0,0,0,0,0,0,0,0,0,0,0,143,260,0,0,0,0,0,0,0,2411,10449,25237,0,67386,0,"Ruminococcus callidus"
"Firmicutes bacterium CAG:534",0,0,0,0,0,0,0,0,0,22410,0,0,18399,0,0,0,0,0,0,41437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Firmicutes bacterium CAG:534"
"Bacteroides sp. CAG:598",0,0,0,0,0,0,0,0,0,22156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroides sp. CAG:598"
